jid,0,1
JVASP-44433,7.1475253,11.788375
JVASP-18098,3.746898,15.737575
JVASP-104924,3.6040297,8.366104
JVASP-68888,2.206533,10.318009
JVASP-106319,2.9054773,15.059698
JVASP-12825,8.270401,13.56675
JVASP-98810,3.041364,10.398985
JVASP-65222,4.0747643,3.4030962
JVASP-100760,-1.2652832,8.260092
JVASP-11740,8.785736,17.425327
JVASP-97439,12.260171,14.942504
JVASP-29217,10.238223,17.85549
JVASP-9111,6.5422006,18.754715
JVASP-133858,2.960315,19.473682
JVASP-115491,8.579886,14.759688
JVASP-134962,6.7475166,13.590511
JVASP-87331,5.9471555,18.43443
JVASP-35086,9.303652,21.471746
JVASP-118367,6.551428,13.468863
JVASP-107344,4.4940877,16.462307
JVASP-37477,0.15374082,18.530525
JVASP-89922,9.965385,18.190626
JVASP-59636,7.3677506,17.206053
JVASP-134478,5.952784,20.291752
JVASP-66939,3.764838,13.720302
JVASP-134048,15.537882,-0.6229125
JVASP-142677,11.009314,15.707657
JVASP-48662,9.7202015,15.20531
JVASP-154551,3.8621218,1.7153805
JVASP-137218,6.559612,14.199612
JVASP-20397,0.1989661,8.116989
JVASP-11571,8.0801115,19.59892
JVASP-50984,8.753047,14.335473
JVASP-49914,9.169151,17.611277
JVASP-99400,1.8441216,8.447926
JVASP-71284,3.6137912,13.294317
JVASP-101171,8.0289955,16.702497
JVASP-133425,8.063815,16.273533
JVASP-25056,3.5365105,9.337009
JVASP-20645,-0.021549555,18.313278
JVASP-35112,9.98175,21.664555
JVASP-121985,-2.5339756,11.735507
JVASP-54941,2.0186076,21.831392
JVASP-63889,4.417968,10.309249
JVASP-43550,11.017661,14.876384
JVASP-71624,3.6590474,13.5162525
JVASP-58571,11.117986,15.773424
JVASP-113464,8.171966,23.721
JVASP-95470,8.407635,19.403313
JVASP-137139,6.989396,23.331205
JVASP-11475,9.82981,16.664238
JVASP-110412,2.6863456,8.736376
JVASP-52216,8.709488,18.680761
JVASP-24280,5.5686073,12.393869
JVASP-128216,0.84954935,9.90776
JVASP-52854,8.932686,13.811189
JVASP-104635,0.054737415,16.215242
JVASP-109307,-1.8523891,2.1783328
JVASP-37806,-8.406886,4.4873605
JVASP-111246,0.47746336,7.5095987
JVASP-79052,-1.3774003,8.357484
JVASP-92342,4.518126,18.171814
JVASP-67803,3.7595713,14.163659
JVASP-29531,6.672896,17.781443
JVASP-81483,3.5648148,4.433947
JVASP-25048,3.2502005,24.711466
JVASP-88234,8.771537,14.188937
JVASP-99003,2.9250789,2.0212307
JVASP-14672,3.3850641,17.81129
JVASP-139293,7.698193,17.404675
JVASP-79552,4.1459565,17.864561
JVASP-135589,6.39428,22.617111
JVASP-85882,-0.23545156,19.320232
JVASP-109205,11.676703,17.011477
JVASP-97768,3.5663698,21.56293
JVASP-121264,5.335355,14.198416
JVASP-8149,6.1893396,9.626241
JVASP-142636,12.053138,14.886031
JVASP-65076,5.501962,14.378343
JVASP-115616,6.8385086,13.248071
JVASP-47552,10.59588,14.617212
JVASP-41306,1.4060729,4.8264728
JVASP-39883,4.577035,3.1225667
JVASP-91962,4.7661705,11.898218
JVASP-151887,4.2174716,15.905377
JVASP-102527,1.1876197,20.329847
JVASP-111725,9.923492,19.271559
JVASP-135593,7.4095984,22.82209
JVASP-144119,-3.1149862,7.4293175
JVASP-137774,8.718859,23.18754
JVASP-22965,10.216004,19.017565
JVASP-107238,-1.0400959,0.56362516
JVASP-65337,1.4040946,11.509528
JVASP-62847,-2.7473636,11.745074
JVASP-38223,11.045034,-0.37003785
JVASP-63191,7.0193477,12.969442
JVASP-101772,8.290596,18.2316
JVASP-128339,0.8993359,3.1486995
JVASP-105624,8.034303,16.583324
JVASP-71678,-0.08742555,11.695043
JVASP-108747,4.5132337,18.304464
JVASP-48139,10.25592,14.142152
JVASP-122393,6.8227153,14.980577
JVASP-28474,6.1891584,19.36585
JVASP-74228,2.7599974,11.263375
JVASP-69885,2.3254642,20.11629
JVASP-88565,-1.1300383,18.802877
JVASP-43462,5.701242,16.855076
JVASP-92184,7.0673714,16.71847
JVASP-69252,-0.27018246,9.859125
JVASP-36756,9.159974,15.572047
JVASP-85330,4.157932,19.383976
JVASP-67449,3.6374223,13.779153
JVASP-118619,7.1676636,12.643179
JVASP-144438,10.650146,14.947835
JVASP-112199,14.225662,0.89564663
JVASP-23501,3.1502378,15.207594
JVASP-74201,3.527126,10.433996
JVASP-36610,10.199834,19.815605
JVASP-23420,-0.31702515,18.482847
JVASP-46087,5.5323286,16.015802
JVASP-106242,-3.5249832,11.599261
JVASP-154152,-3.479242,7.6799355
JVASP-125376,15.460773,-0.73476
JVASP-74577,1.7970726,4.948473
JVASP-55500,8.005604,18.612408
JVASP-90608,8.702643,23.144886
JVASP-18421,5.5954123,19.037294
JVASP-39286,-2.030782,17.017107
JVASP-124658,2.711899,21.62542
JVASP-4143,11.832017,18.395098
JVASP-150238,0.14932938,15.733356
JVASP-25665,7.0591216,16.304289
JVASP-96741,6.690197,21.480816
JVASP-17662,-0.45373395,17.21407
JVASP-136188,4.1472826,24.857855
JVASP-66100,5.2276917,11.355526
JVASP-114481,8.700955,23.521635
JVASP-121599,9.910042,18.470201
JVASP-103031,2.4778147,18.32134
JVASP-16498,2.8214853,22.755909
JVASP-59569,10.489485,17.85416
JVASP-75788,3.3856869,16.43738
JVASP-54715,14.925687,0.34090745
JVASP-22893,2.0117705,21.46372
JVASP-9693,11.777952,17.102978
JVASP-128161,4.4172564,18.202248
JVASP-126521,1.2917429,11.597799
JVASP-17324,7.535818,15.843769
JVASP-144454,11.445573,16.078592
JVASP-54844,0.18219523,19.11755
JVASP-151772,3.9924784,19.912006
JVASP-13883,-0.38064805,16.32232
JVASP-81504,2.4298391,9.861635
JVASP-117813,5.912942,9.751601
JVASP-118599,8.067121,13.379013
JVASP-110590,3.4846172,15.923387
JVASP-74655,4.3667936,12.876853
JVASP-125723,-8.399032,4.779717
JVASP-60913,3.1723564,2.8927457
JVASP-66188,4.787541,11.358389
JVASP-8350,9.844146,18.980068
JVASP-142649,9.858613,14.2156105
JVASP-81395,-3.1746442,7.088732
JVASP-155562,6.3616405,15.580336
JVASP-41875,-1.002987,7.9856563
JVASP-14344,6.706529,18.36561
JVASP-8151,3.8842702,20.297781
JVASP-30590,5.7272935,19.367058
JVASP-13067,6.3424664,21.769518
JVASP-96887,3.5539403,14.516653
JVASP-117523,6.4994936,13.435498
JVASP-55793,10.355739,18.455748
JVASP-80994,6.648606,12.569378
JVASP-15815,1.009857,10.12267
JVASP-119652,-3.3634827,11.979265
JVASP-125833,6.187589,9.606254
JVASP-145380,7.182754,13.769201
JVASP-42312,8.239027,18.236464
JVASP-15066,5.4161963,17.726885
JVASP-39922,1.2911029,4.649543
JVASP-58414,-0.37799358,14.554713
JVASP-150685,0.20187187,16.228191
JVASP-150083,2.4649606,3.057508
JVASP-127013,10.5005045,-1.1599593
JVASP-14839,-1.2399715,9.878199
JVASP-116056,6.3873043,14.428033
JVASP-101893,9.054559,14.114428
JVASP-79729,2.5998232,5.1876264
JVASP-106998,1.9420213,16.995945
JVASP-55132,8.980619,15.53003
JVASP-78265,4.549176,16.417732
JVASP-120595,8.338107,18.205265
JVASP-98523,7.809042,17.093218
JVASP-147296,10.077312,17.83379
JVASP-52899,15.129289,0.53385633
JVASP-20249,4.42615,17.339483
JVASP-100754,-0.9245806,8.103847
JVASP-151766,2.8885248,8.643502
JVASP-151932,9.850988,20.127506
JVASP-15190,2.700693,16.695423
JVASP-122584,2.8626535,22.540222
JVASP-144371,10.119931,17.457365
JVASP-65035,-1.559323,8.294357
JVASP-59669,3.8432314,2.438936
JVASP-102714,6.875513,17.298285
JVASP-55591,7.4309273,22.190779
JVASP-17856,3.3369722,22.044466
JVASP-7793,7.5415688,21.618391
JVASP-52861,6.701076,14.961404
JVASP-55213,-0.27788913,1.430708
JVASP-106990,-1.2024552,16.229029
JVASP-99724,7.8149786,16.928913
JVASP-115106,7.048089,23.81185
JVASP-114756,3.0209851,19.446436
JVASP-140462,10.616838,18.34673
JVASP-17170,5.4132485,18.71307
JVASP-121571,-0.601108,9.655152
JVASP-3144,7.408226,20.547663
JVASP-35027,6.55937,19.99167
JVASP-79569,7.450447,14.015548
