jid,0,1
JVASP-44433,-0.9799918,15.089822
JVASP-18098,-5.7647686,13.2591305
JVASP-104924,-6.189287,4.604819
JVASP-68888,-6.516571,6.1471834
JVASP-106319,-4.367579,10.596499
JVASP-12825,4.090376,10.597684
JVASP-98810,-6.4742427,5.891838
JVASP-65222,-5.9388914,11.317357
JVASP-100760,-7.49644,6.008562
JVASP-11740,2.6521318,7.120458
JVASP-97439,4.757333,13.907753
JVASP-29217,-2.9092565,16.058004
JVASP-9111,1.2428021,10.628781
JVASP-133858,-5.350722,9.961048
JVASP-115491,3.630586,11.102881
JVASP-134962,-0.39923894,4.490251
JVASP-87331,-4.1957126,12.898609
JVASP-35086,-3.8091857,12.834537
JVASP-118367,-0.68327093,6.095554
JVASP-107344,-6.3208055,13.449331
JVASP-37477,-5.6054773,12.445742
JVASP-89922,-3.927694,15.586743
JVASP-59636,-4.1186285,14.973319
JVASP-134478,3.4890661,4.820556
JVASP-66939,-4.5419273,11.838516
JVASP-134048,-1.2259079,3.451888
JVASP-142677,4.4299054,12.082665
JVASP-48662,2.9366238,13.205631
JVASP-154551,-5.451437,10.6879635
JVASP-137218,-0.21484895,5.2232695
JVASP-20397,-8.650975,7.3582087
JVASP-11571,3.1516705,6.9499607
JVASP-50984,0.19605274,4.1652966
JVASP-49914,-2.9826775,16.04082
JVASP-99400,-8.397641,10.129242
JVASP-71284,-4.6051884,11.019638
JVASP-101171,1.682631,11.614981
JVASP-133425,2.1348872,12.291161
JVASP-25056,-6.312883,4.5304193
JVASP-20645,-5.7704787,12.429054
JVASP-35112,-0.17176919,5.2621236
JVASP-121985,-2.8739247,10.958841
JVASP-54941,-0.34240425,8.985515
JVASP-63889,-5.8192773,8.438067
JVASP-43550,4.566019,12.968641
JVASP-71624,-4.5771294,11.723863
JVASP-58571,2.2698898,10.17302
JVASP-113464,5.1692357,2.5505278
JVASP-95470,2.4338086,10.3152485
JVASP-137139,3.7724419,4.563676
JVASP-11475,2.2580974,11.918867
JVASP-110412,-8.7388,11.498296
JVASP-52216,2.9414117,10.95633
JVASP-24280,-2.4990327,6.725462
JVASP-128216,-7.2362323,6.964316
JVASP-52854,0.43410745,4.2542663
JVASP-104635,-7.031771,14.882384
JVASP-109307,-7.5570116,10.773748
JVASP-37806,-9.06355,14.482688
JVASP-111246,-8.714564,7.457913
JVASP-79052,-6.6196837,5.9628305
JVASP-92342,-0.95085114,9.935158
JVASP-67803,-4.6504865,11.84948
JVASP-29531,1.6911912,7.195413
JVASP-81483,-7.6171885,9.886976
JVASP-25048,-0.46083787,12.344579
JVASP-88234,0.20108713,4.1590514
JVASP-99003,-7.528166,14.221647
JVASP-14672,-0.5503998,8.24893
JVASP-139293,1.8638287,7.3635197
JVASP-79552,-3.8573313,11.598794
JVASP-135589,3.7223141,4.2989545
JVASP-85882,-1.0286739,5.9155736
JVASP-109205,2.6277132,8.359437
JVASP-97768,-0.32464328,10.4323
JVASP-121264,-3.85203,11.671894
JVASP-8149,-2.3942938,5.3319187
JVASP-142636,4.8146257,13.729631
JVASP-65076,-1.5045428,8.144931
JVASP-115616,-0.2666783,5.658454
JVASP-47552,4.65197,11.6667185
JVASP-41306,-6.1122355,10.689979
JVASP-39883,-5.928238,11.366984
JVASP-91962,-1.1303097,6.0458484
JVASP-151887,-4.534604,15.074976
JVASP-102527,-4.2117357,10.096381
JVASP-111725,-3.0250833,15.266117
JVASP-135593,3.666827,4.2517686
JVASP-144119,0.17565124,7.8502855
JVASP-137774,4.059169,3.1009595
JVASP-22965,-3.3214061,15.962438
JVASP-107238,-6.80776,12.077339
JVASP-65337,-6.6265073,7.6964116
JVASP-62847,-2.834528,10.904145
JVASP-38223,-2.3048477,1.7244296
JVASP-63191,-1.0823389,5.1852474
JVASP-101772,2.0884097,6.642735
JVASP-128339,-8.526382,12.700731
JVASP-105624,-0.5181277,14.950105
JVASP-71678,-6.6835938,6.5890603
JVASP-108747,0.40295753,5.469801
JVASP-48139,4.74186,10.691225
JVASP-122393,-2.7746594,4.975461
JVASP-28474,-1.1184579,13.266553
JVASP-74228,-6.3994837,8.975693
JVASP-69885,-1.0896581,7.4683714
JVASP-88565,-0.4974502,5.5517645
JVASP-43462,-3.7638028,13.0632105
JVASP-92184,-1.705585,7.366198
JVASP-69252,-6.430185,6.24964
JVASP-36756,3.432509,12.783344
JVASP-85330,3.8165407,10.718063
JVASP-67449,-4.6665635,11.767674
JVASP-118619,-1.7997462,5.1463304
JVASP-144438,-2.5524194,4.6226287
JVASP-112199,0.73186237,3.0102413
JVASP-23501,-4.3444567,10.0166235
JVASP-74201,-6.57746,9.214661
JVASP-36610,-2.7644637,15.203865
JVASP-23420,-5.5471025,12.379991
JVASP-46087,-4.767255,15.41883
JVASP-106242,-2.3782167,10.527625
JVASP-154152,-0.018531606,7.74985
JVASP-125376,-1.3186328,3.4094176
JVASP-74577,-5.9077106,10.966511
JVASP-55500,2.5374644,10.501909
JVASP-90608,4.027557,3.1309545
JVASP-18421,1.1374308,9.868587
JVASP-39286,-6.243522,15.774651
JVASP-124658,-4.6011014,13.442984
JVASP-4143,-0.88337964,15.038842
JVASP-150238,-7.5290127,14.485311
JVASP-25665,-4.4309034,15.430997
JVASP-96741,-2.7903783,13.474843
JVASP-17662,-7.3460727,14.73828
JVASP-136188,-0.8771602,12.116951
JVASP-66100,-5.0656605,8.351547
JVASP-114481,4.3143535,2.792397
JVASP-121599,-0.8921976,15.346781
JVASP-103031,-0.1849623,8.490778
JVASP-16498,-1.0833074,10.076925
JVASP-59569,-0.8478866,15.801175
JVASP-75788,-1.5232184,9.326319
JVASP-54715,0.09361416,3.4778292
JVASP-22893,-0.21522754,8.853331
JVASP-9693,2.637819,8.354661
JVASP-128161,-0.9967482,10.173392
JVASP-126521,-6.476488,6.9659543
JVASP-17324,-0.17616254,15.2450285
JVASP-144454,4.0635085,11.95959
JVASP-54844,-0.89716035,8.090462
JVASP-151772,0.7480384,12.65889
JVASP-13883,-7.0253787,15.219452
JVASP-81504,-6.443846,5.9674444
JVASP-117813,-3.1704144,6.0137033
JVASP-118599,-1.916342,5.210108
JVASP-110590,-5.730653,13.121673
JVASP-74655,-2.9412146,6.581946
JVASP-125723,-9.100716,14.417303
JVASP-60913,-6.7674212,9.967829
JVASP-66188,-5.1263843,8.391998
JVASP-8350,-3.2058012,15.369997
JVASP-142649,4.48219,10.626837
JVASP-81395,-0.090195075,7.860756
JVASP-155562,-1.6472855,6.912488
JVASP-41875,-7.1711416,6.5765653
JVASP-14344,1.1004803,10.91274
JVASP-8151,0.8164735,12.1265335
JVASP-30590,3.892204,7.675278
JVASP-13067,-2.7368896,13.597849
JVASP-96887,-4.793308,9.5904
JVASP-117523,-0.9435472,6.084134
JVASP-55793,-3.549857,15.937663
JVASP-80994,-2.3357677,6.5112967
JVASP-15815,-7.5374155,6.111155
JVASP-119652,-2.3545825,10.809315
JVASP-125833,-2.3558354,5.279475
JVASP-145380,-1.8647333,5.3962426
JVASP-42312,2.287923,6.7485867
JVASP-15066,0.8537866,7.6827617
JVASP-39922,-6.1567717,10.740466
JVASP-58414,-2.8878722,9.54234
JVASP-150685,-7.098264,14.555805
JVASP-150083,-8.096147,13.625371
JVASP-127013,-2.6258893,1.452568
JVASP-14839,-8.24915,6.36126
JVASP-116056,0.038938984,6.674382
JVASP-101893,0.49133888,4.239502
JVASP-79729,-2.5310836,12.237432
JVASP-106998,-6.3166275,12.665424
JVASP-55132,3.5984697,12.777963
JVASP-78265,-6.240152,13.594508
JVASP-120595,2.4241102,6.6248827
JVASP-98523,1.5338618,11.652703
JVASP-147296,-2.931073,16.003595
JVASP-52899,-0.2692325,3.2601545
JVASP-20249,-4.518091,12.603785
JVASP-100754,-7.369153,6.5049295
JVASP-151766,-8.876212,11.041147
JVASP-151932,-1.658976,14.892969
JVASP-15190,-5.452501,13.076349
JVASP-122584,-0.8361484,10.193941
JVASP-144371,2.6742594,7.79016
JVASP-65035,-6.743784,6.2237787
JVASP-59669,-3.7083116,11.423665
JVASP-102714,3.1250362,5.2394834
JVASP-55591,4.1317005,5.0825977
JVASP-17856,0.39912975,8.8415165
JVASP-7793,-2.647197,13.860441
JVASP-52861,-0.08419849,3.957065
JVASP-55213,-7.364526,12.366638
JVASP-106990,-6.702514,15.5889635
JVASP-99724,-0.5980454,14.918542
JVASP-115106,4.192019,4.6190305
JVASP-114756,0.80114186,12.479716
JVASP-140462,-2.809853,15.363506
JVASP-17170,0.49124026,5.1764593
JVASP-121571,-7.8399663,6.320633
JVASP-3144,1.9781644,9.9185095
JVASP-35027,1.481165,10.1877
JVASP-79569,-0.015570821,6.1127505
JVASP-581,-0.11318163,10.760428
JVASP-97389,3.944309,7.050535
JVASP-153917,-6.841085,7.2332306
JVASP-119156,-1.463751,13.80411
JVASP-15611,-3.4190195,9.898142
JVASP-98647,0.52025974,4.0957346
JVASP-41294,-0.3055353,8.272778
JVASP-106283,-8.859307,11.019541
JVASP-126989,-7.205281,6.936876
JVASP-39098,-2.6461477,13.984235
JVASP-127533,-1.8683457,14.4112835
JVASP-154223,0.9284407,10.306606
JVASP-116424,-0.8861522,11.539854
JVASP-157149,-5.253497,11.361019
JVASP-63844,-7.0871654,14.7836075
JVASP-70835,-2.6020856,6.2393637
JVASP-92317,-7.0188127,5.7858973
JVASP-12977,-2.9188643,11.864124
JVASP-16041,-0.10610962,8.369964
JVASP-22766,-6.5862026,8.127173
JVASP-101410,-7.2042446,8.581729
JVASP-152633,-6.022062,11.601456
JVASP-94766,-1.2728437,6.4490757
JVASP-152196,-7.660583,14.333937
JVASP-59110,-2.7865875,15.172524
JVASP-37552,-8.52642,12.770437
JVASP-61311,0.13357458,8.739726
JVASP-29238,-2.7237923,13.6356945
JVASP-8123,-2.8173585,8.293893
JVASP-58358,-1.1112508,5.9087076
JVASP-99744,-1.4376574,3.2898195
JVASP-138844,-1.0009828,14.933241
JVASP-103877,0.64325505,3.178974
JVASP-47822,5.560698,11.780325
JVASP-45324,-0.90249395,15.32887
JVASP-78862,-7.1802206,5.6038895
JVASP-78468,-0.44861832,1.9557374
JVASP-41230,-5.057587,12.020363
JVASP-114766,-0.9674394,11.636886
JVASP-46982,2.730783,6.4939694
JVASP-109421,3.001433,4.7414713
JVASP-100904,2.518931,12.268237
JVASP-107265,3.2613797,5.0268135
JVASP-154897,-7.5155597,9.8260765
